alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,37377882,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377882&format=geojson,0.1028,,134.0,",ci37377882,",0.59,ml,,ci,12.0,"11km SSW of Borrego Springs, CA",0.21,5,",ci,",reviewed,1538555942720,"M 0.6 - 11km SSW of Borrego Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538573535588,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377882
,,37377874,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377874&format=geojson,0.1005,,28.0,",ci37377874,",1.7,ml,,ci,56.0,"11km SSW of Borrego Springs, CA",0.18,44,",ci,",reviewed,1538555875880,"M 1.7 - 11km SSW of Borrego Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538573533021,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377874
,,20276384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20276384&format=geojson,,,,",ak20276384,",2.2,ml,,ak,,"70km NE of Kodiak, Alaska",0.56,74,",ak,",reviewed,1538555699976,"M 2.2 - 70km NE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539219829396,https://earthquake.usgs.gov/earthquakes/eventpage/ak20276384
,,20270124,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270124&format=geojson,,,,",ak20270124,",0.3,ml,,ak,,"38km NNE of North Nenana, Alaska",0.51,1,",ak,",reviewed,1538555393647,"M 0.3 - 38km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219828864,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270124
,,20270122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270122&format=geojson,,,,",ak20270122,",0.5,ml,,ak,,"39km NNE of North Nenana, Alaska",0.41,4,",ak,",reviewed,1538554633668,"M 0.5 - 39km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219828313,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270122
,,73092906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092906&format=geojson,0.03056,,92.0,",nc73092906,",0.78,md,,nc,21.0,"17km NW of Parkfield, CA",0.1,9,",nc,",reviewed,1538554618060,"M 0.8 - 17km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538608504103,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092906
,,73092911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092911&format=geojson,0.03006,,113.0,",nc73092911,",0.4,md,,nc,17.0,"17km NW of Parkfield, CA",0.08,2,",nc,",reviewed,1538554602450,"M 0.4 - 17km NW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538602683095,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092911
,,20270118,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270118&format=geojson,,,,",ak20270118,",2.2,ml,,ak,,"25km E of Redoubt Volcano, Alaska",0.83,74,",ak,",reviewed,1538554306787,"M 2.2 - 25km E of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219827620,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270118
,,20270115,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270115&format=geojson,,,,",ak20270115,",0.9,ml,,ak,,"60km NW of Healy, Alaska",0.78,12,",ak,",reviewed,1538553569894,"M 0.9 - 60km NW of Healy, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219827002,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270115
,,20270113,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270113&format=geojson,,,,",ak20270113,",1.3,ml,,ak,,"33km W of Nikiski, Alaska",0.38,26,",ak,",reviewed,1538553302507,"M 1.3 - 33km W of Nikiski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219826359,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270113
,,20270112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270112&format=geojson,,,,",ak20270112,",0.8,ml,,ak,,"126km E of Circle, Alaska",0.93,10,",ak,",reviewed,1538553117624,"M 0.8 - 126km E of Circle, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219825794,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270112
,,37377866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377866&format=geojson,0.06757,,126.0,",ci37377866,",0.48,ml,,ci,19.0,"9km SW of Idyllwild, CA",0.08,4,",ci,",reviewed,1538552764600,"M 0.5 - 9km SW of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538583546019,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377866
,,20270111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270111&format=geojson,,,,",ak20270111,",1.3,ml,,ak,,"65km S of Cantwell, Alaska",0.53,26,",ak,",reviewed,1538552692503,"M 1.3 - 65km S of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219825231,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270111
,,37377858,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377858&format=geojson,0.004475,,48.0,",ci37377858,",0.2,ml,,ci,27.0,"10km NE of Aguanga, CA",0.15,1,",ci,",reviewed,1538552507920,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538581288218,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377858
,,37377850,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377850&format=geojson,0.04029,,80.0,",ci37377850,",0.6,ml,,ci,25.0,"14km WNW of Anza, CA",0.13,6,",ci,",reviewed,1538552347990,"M 0.6 - 14km WNW of Anza, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538573566378,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377850
,,73092891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092891&format=geojson,0.01401,,79.0,",nc73092891,",0.25,md,,nc,15.0,"6km E of Mammoth Lakes, CA",0.03,1,",nc,",reviewed,1538552313610,"M 0.3 - 6km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538583542225,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092891
,2.9,1000h656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h656&format=geojson,0.067,7.0,90.0,",us1000h656,",3.5,mb_lg,3.49,us,,"9km NNE of Harper, Kansas",0.3,190,",us,",reviewed,1538552201480,"M 3.5 - 9km NNE of Harper, Kansas",0,earthquake,",dyfi,geoserve,origin,phase-data,shakemap,",-360.0,1538788135872,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h656
,,20270105,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270105&format=geojson,,,,",ak20270105,",1.4,ml,,ak,,"72km ESE of Cape Yakataga, Alaska",0.43,30,",ak,",reviewed,1538551900798,"M 1.4 - 72km ESE of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219824568,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270105
,,20270096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270096&format=geojson,,,,",ak20270096,",1.8,ml,,ak,,"97km NW of Arctic Village, Alaska",0.58,50,",ak,",reviewed,1538551646601,"M 1.8 - 97km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219823970,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270096
,,20270093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270093&format=geojson,,,,",ak20270093,",1.1,ml,,ak,,"32km NNW of Whittier, Alaska",0.42,19,",ak,",reviewed,1538551596131,"M 1.1 - 32km NNW of Whittier, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219823374,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270093
,,20270092,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270092&format=geojson,,,,",ak20270092,",1.8,ml,,ak,,"129km NNW of Arctic Village, Alaska",0.76,50,",ak,",reviewed,1538551565825,"M 1.8 - 129km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219822804,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270092
,,61434141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61434141&format=geojson,0.3324,,274.0,",uw61434141,",1.09,ml,,uw,9.0,"2km SSW of Lake Shore, Washington",0.15,18,",uw,",reviewed,1538551474730,"M 1.1 - 2km SSW of Lake Shore, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538590501540,https://earthquake.usgs.gov/earthquakes/eventpage/uw61434141
,,20270089,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270089&format=geojson,,,,",ak20270089,",1.3,ml,,ak,,"90km NW of Cape Yakataga, Alaska",0.59,26,",ak,",reviewed,1538551461625,"M 1.3 - 90km NW of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219822187,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270089
,,73092886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092886&format=geojson,0.01563,,72.0,",nc73092886,",0.91,md,,nc,18.0,"8km E of Gilroy, CA",0.05,13,",nc,",reviewed,1538551439430,"M 0.9 - 8km E of Gilroy, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538593384180,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092886
,,1000h651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h651&format=geojson,0.53,,115.0,",us1000h651,",4.6,mb,,us,,"52km NE of Yelizovo, Russia",0.64,326,",us,",reviewed,1538551288370,"M 4.6 - 52km NE of Yelizovo, Russia",0,earthquake,",geoserve,origin,phase-data,",720.0,1538553527040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h651
,,60299067,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60299067&format=geojson,0.09737,,164.0,",uu60299067,",1.14,ml,,uu,6.0,"12km E of Kanab, Utah",0.09,20,",uu,",reviewed,1538550957050,"M 1.1 - 12km E of Kanab, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538588218400,https://earthquake.usgs.gov/earthquakes/eventpage/uu60299067
,,37377842,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377842&format=geojson,0.06822,,118.0,",ci37377842,nc73092881,",2.05,ml,,ci,30.0,"15km N of Simmler, CA",0.25,65,",ci,nc,",reviewed,1538550127580,"M 2.1 - 15km N of Simmler, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538614682679,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377842
,,2018276004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018276004&format=geojson,0.4189,,287.0,",pr2018276004,",2.65,md,,pr,16.0,"46km W of Pole Ojea, Puerto Rico",0.39,108,",pr,",reviewed,1538550116870,"M 2.7 - 46km W of Pole Ojea, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-300.0,1538566088984,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018276004
,,73092876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092876&format=geojson,0.005931,,54.0,",nc73092876,",0.95,md,,nc,14.0,"9km NW of The Geysers, CA",0.03,14,",nc,",automatic,1538550057960,"M 1.0 - 9km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538553363325,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092876
,,20270087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270087&format=geojson,,,,",ak20270087,",0.5,ml,,ak,,"37km NNE of North Nenana, Alaska",0.53,4,",ak,",reviewed,1538549847009,"M 0.5 - 37km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219821652,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270087
,,20270086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270086&format=geojson,,,,",ak20270086,",1.5,ml,,ak,,"89km NNE of Nome, Alaska",0.83,35,",ak,",reviewed,1538549579823,"M 1.5 - 89km NNE of Nome, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219821127,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270086
,,20270082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270082&format=geojson,,,,",ak20270082,",2.3,ml,,ak,,"36km NNE of North Nenana, Alaska",0.65,81,",ak,",reviewed,1538549190142,"M 2.3 - 36km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219820511,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270082
,,00659459,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659459&format=geojson,0.121,,101.57,",nn00659459,",0.0,ml,,nn,8.0,"13km S of Verdi, Nevada",0.1331,0,",nn,",reviewed,1538548416519,"M 0.0 - 13km S of Verdi, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618702817,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659459
,,37377834,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377834&format=geojson,0.04056,,52.0,",ci37377834,",1.41,ml,,ci,65.0,"5km ENE of Yucaipa, CA",0.19,31,",ci,",reviewed,1538548044910,"M 1.4 - 5km ENE of Yucaipa, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1538573694290,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377834
,,80312159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312159&format=geojson,0.131,,112.0,",mb80312159,",1.17,ml,,mb,9.0,"24km SSE of Lincoln, Montana",0.1,21,",mb,",reviewed,1538547378270,"M 1.2 - 24km SSE of Lincoln, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538574023400,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312159
,,20270076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270076&format=geojson,,,,",ak20270076,",1.7,ml,,ak,,"63km ENE of Cape Yakataga, Alaska",1.0,44,",ak,",reviewed,1538547368466,"M 1.7 Ice Quake - 63km ENE of Cape Yakataga, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540.0,1539219819890,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270076
,,20270075,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270075&format=geojson,,,,",ak20270075,",1.2,ml,,ak,,"60km ENE of Cape Yakataga, Alaska",0.55,22,",ak,",reviewed,1538547279382,"M 1.2 Ice Quake - 60km ENE of Cape Yakataga, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540.0,1539219819348,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270075
,,61791161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61791161&format=geojson,0.03766,,123.0,",av61791161,",0.64,ml,,av,4.0,"29km W of Chignik Lake, Alaska",0.07,6,",av,",reviewed,1538547151490,"M 0.6 - 29km W of Chignik Lake, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538596023220,https://earthquake.usgs.gov/earthquakes/eventpage/av61791161
,,37377826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377826&format=geojson,0.1139,,102.0,",nn00659412,ci37377826,",1.05,ml,,ci,17.0,"43km SW of Stovepipe Wells, CA",0.13,17,",nn,ci,",reviewed,1538546823440,"M 1.1 - 43km SW of Stovepipe Wells, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538580389814,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377826
,,00659457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659457&format=geojson,0.854,,213.55,",nn00659457,",1.2,ml,,nn,7.0,"27km NE of Austin, Nevada",0.2024,22,",nn,",reviewed,1538546738359,"M 1.2 - 27km NE of Austin, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618701201,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659457
,,20270071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270071&format=geojson,,,,",ak20270071,",1.2,ml,,ak,,"62km WNW of Skagway, Alaska",0.78,22,",ak,",reviewed,1538546475769,"M 1.2 - 62km WNW of Skagway, Alaska",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539219818790,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270071
,,37377802,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377802&format=geojson,0.01834,,95.0,",ci37377802,",0.8,ml,,ci,43.0,"2km WNW of Borrego Springs, CA",0.19,10,",ci,",reviewed,1538546377770,"M 0.8 - 2km WNW of Borrego Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538580130449,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377802
,,20270068,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270068&format=geojson,,,,",ak20270068,",2.2,ml,,ak,,"80km SSW of Kaktovik, Alaska",0.54,74,",ak,",reviewed,1538546320524,"M 2.2 - 80km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219818175,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270068
,,20270066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270066&format=geojson,,,,",ak20270066,",2.1,ml,,ak,,"32km WNW of Redoubt Volcano, Alaska",0.58,68,",ak,",reviewed,1538546251812,"M 2.1 - 32km WNW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219817563,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270066
,,70628507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70628507&format=geojson,0.01474,,137.0,",hv70628507,",0.83,md,,hv,9.0,"15km ESE of Volcano, Hawaii",0.15,11,",hv,",reviewed,1538546208140,"M 0.8 - 15km ESE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538617415970,https://earthquake.usgs.gov/earthquakes/eventpage/hv70628507
,,2018276003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018276003&format=geojson,0.9916,,256.0,",pr2018276003,",2.34,md,,pr,9.0,"51km NNE of Miches, Dominican Republic",0.53,84,",pr,",reviewed,1538546180070,"M 2.3 - 51km NNE of Miches, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-300.0,1538554144584,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018276003
,,20270064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270064&format=geojson,,,,",ak20270064,",2.0,ml,,ak,,"20km NNW of Fritz Creek, Alaska",0.48,62,",ak,",reviewed,1538546059080,"M 2.0 - 20km NNW of Fritz Creek, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219816916,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270064
,,1000h63l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h63l&format=geojson,1.896,,112.0,",us1000h63l,",4.9,mb,,us,,"210km NE of Raoul Island, New Zealand",1.59,369,",us,",reviewed,1538545578690,"M 4.9 - 210km NE of Raoul Island, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720.0,1538547476040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h63l
,,20270058,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270058&format=geojson,,,,",ak20270058,",1.6,ml,,ak,,"45km SW of Cantwell, Alaska",0.42,39,",ak,",reviewed,1538545298732,"M 1.6 - 45km SW of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219816266,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270058
,,00659411,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659411&format=geojson,0.271,,164.79,",nn00659411,",0.8,ml,,nn,20.0,"23km NE of Goldfield, Nevada",0.1597,10,",nn,",reviewed,1538545144512,"M 0.8 - 23km NE of Goldfield, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618670922,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659411
,,20270051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270051&format=geojson,,,,",ak20270051,",1.2,ml,,ak,,"62km SSW of Tok, Alaska",0.62,22,",ak,",reviewed,1538544750605,"M 1.2 - 62km SSW of Tok, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219815717,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270051
,,70628472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70628472&format=geojson,0.009784,,42.0,",hv70628472,",1.92,ml,,hv,28.0,"4km WSW of Volcano, Hawaii",0.06,57,",hv,",reviewed,1538544719450,"M 1.9 - 4km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538699107210,https://earthquake.usgs.gov/earthquakes/eventpage/hv70628472
,,2018276002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018276002&format=geojson,0.2255,,217.0,",pr2018276002,",2.04,md,,pr,11.0,"18km SSE of Tallaboa, Puerto Rico",0.38,64,",pr,",reviewed,1538544669760,"M 2.0 - 18km SSE of Tallaboa, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538554134336,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018276002
,,20270057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20270057&format=geojson,,,,",ak20270057,",0.7,ml,,ak,,"56km NW of Cape Yakataga, Alaska",0.2,8,",ak,",reviewed,1538544521310,"M 0.7 - 56km NW of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219815177,https://earthquake.usgs.gov/earthquakes/eventpage/ak20270057
,,73092866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092866&format=geojson,0.01529,,156.0,",nc73092866,",0.56,md,,nc,7.0,"6km WNW of The Geysers, CA",0.02,5,",nc,",automatic,1538544440730,"M 0.6 - 6km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538549702965,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092866
